med_rent,total_pct_div,pct_work_mom,male_pct_nev_marr,male_pct_divorce,per_cap_inc,pct_unemployed,pct_vacant_boarded,own_occ_hi_quart,rent_median,Percentviolent_crimes_per_pop,is_this_the_id_col,or_maybe_this_is_the_id_col
0.53,0.5,0.61,0.53,0.47,0.37,0.32,0.07,0.32,0.5,0.12,1146,1146
0.45,0.14,0.47,0.28,0.13,0.56,0.12,0.0,0.25,0.41,0.08,1147,1147
0.56,0.64,0.49,0.61,0.66,0.48,0.37,0.82,0.37,0.56,0.19,1148,1148
0.14,0.57,0.57,0.19,0.55,0.18,0.54,0.52,0.05,0.09,0.1,1149,1149
0.66,0.48,0.48,0.37,0.43,0.46,0.23,0.04,0.67,0.65,0.12,1150,1150
0.29,0.07,0.33,0.34,0.05,0.86,0.11,0.0,0.57,0.35,0.03,1151,1151
0.15,0.75,0.03,0.33,0.77,0.1,0.55,0.84,0.07,0.17,0.33,1152,1152
0.24,0.19,0.36,0.3,0.19,0.28,0.39,0.03,0.09,0.23,0.04,1153,1153
0.2,0.36,0.67,0.66,0.33,0.18,0.44,0.04,0.11,0.17,0.11,1154,1154
0.4,0.61,0.49,0.56,0.56,0.31,0.33,0.51,0.21,0.4,0.14,1155,1155
0.75,0.54,0.45,0.48,0.5,0.58,0.2,0.12,0.93,0.75,0.26,1156,1156
0.13,0.58,0.46,0.23,0.55,0.24,0.36,0.17,0.05,0.14,0.22,1157,1157
0.1,0.51,0.51,0.35,0.52,0.17,0.25,0.31,0.05,0.12,0.07,1158,1158
0.15,0.83,0.53,0.4,0.83,0.17,0.53,0.23,0.06,0.12,0.87,1159,1159
0.13,0.62,0.65,0.54,0.64,0.15,0.5,0.88,0.06,0.1,1.0,1160,1160
0.07,0.61,0.49,0.3,0.51,0.17,0.62,0.09,0.07,0.09,0.28,1161,1161
0.24,0.71,0.74,0.46,0.71,0.35,0.22,0.12,0.17,0.22,0.46,1162,1162
0.27,0.79,0.48,0.74,0.78,0.23,0.61,1.0,0.09,0.24,1.0,1163,1163
0.11,0.71,0.7,0.42,0.62,0.13,0.57,0.0,0.05,0.09,0.63,1164,1164
0.11,0.74,0.57,0.26,0.72,0.17,0.77,0.34,0.01,0.1,0.05,1165,1165
0.23,0.24,0.69,0.49,0.23,0.35,0.51,0.11,0.39,0.24,0.12,1166,1166
0.23,0.51,0.58,0.29,0.53,0.3,0.16,0.12,0.14,0.22,0.06,1167,1167
0.35,0.53,0.61,0.25,0.5,0.42,0.12,0.02,0.25,0.33,0.28,1168,1168
0.26,0.36,0.57,0.31,0.3,0.15,0.18,0.09,0.11,0.25,0.04,1169,1169
0.78,0.5,0.51,0.35,0.54,0.71,0.12,0.01,0.97,0.81,0.1,1170,1170
0.4,0.35,0.59,0.24,0.38,0.44,0.09,0.12,0.21,0.4,0.03,1171,1171
0.4,0.67,0.3,0.35,0.6,0.29,0.59,0.09,0.31,0.4,0.34,1172,1172
0.15,0.62,0.56,0.65,0.5,0.14,0.86,0.11,0.07,0.1,0.39,1173,1173
0.45,0.6,0.7,0.53,0.56,0.36,0.3,0.19,0.32,0.46,0.16,1174,1174
0.77,0.3,0.67,0.49,0.31,0.67,0.11,0.06,0.58,0.72,0.06,1175,1175
0.25,0.55,0.63,0.39,0.53,0.29,0.42,0.13,0.19,0.28,0.03,1176,1176
0.07,0.56,0.41,0.37,0.47,0.16,0.6,0.14,0.03,0.09,0.17,1177,1177
0.11,0.68,0.48,0.42,0.54,0.07,1.0,0.64,0.05,0.06,0.54,1178,1178
0.24,0.08,0.5,1.0,0.05,0.09,0.56,0.07,0.13,0.26,0.1,1179,1179
0.64,0.51,0.4,0.59,0.48,0.48,0.26,0.07,0.74,0.65,0.22,1180,1180
0.38,0.64,0.78,0.25,0.61,0.26,0.22,0.05,0.09,0.35,0.18,1181,1181
0.27,0.85,0.56,0.52,0.84,0.28,0.41,0.41,0.12,0.26,1.0,1182,1182
0.56,0.42,0.26,0.64,0.34,0.13,0.55,0.43,0.35,0.57,0.25,1183,1183
0.16,0.5,0.69,0.73,0.43,0.21,0.61,0.5,0.04,0.18,0.0,1184,1184
0.59,0.23,0.23,0.42,0.23,0.56,0.25,0.0,0.5,0.61,0.04,1185,1185
0.29,0.34,0.82,0.36,0.31,0.32,0.06,0.03,0.12,0.29,0.03,1186,1186
0.66,0.35,0.26,0.4,0.29,1.0,0.08,0.05,0.64,0.65,0.04,1187,1187
0.18,0.87,0.36,0.63,0.83,0.13,1.0,1.0,0.02,0.12,0.89,1188,1188
0.54,0.46,0.5,0.48,0.36,0.18,0.75,0.26,0.48,0.53,0.62,1189,1189
0.24,0.6,0.58,0.46,0.55,0.23,0.49,0.48,0.07,0.23,0.34,1190,1190
0.69,0.2,0.43,0.45,0.15,0.62,0.14,0.0,0.52,0.72,0.16,1191,1191
0.17,0.46,0.75,0.24,0.45,0.23,0.34,0.13,0.06,0.15,0.19,1192,1192
1.0,0.31,0.29,0.38,0.36,0.98,0.12,0.05,0.85,1.0,0.03,1193,1193
0.43,0.56,0.71,0.26,0.54,0.36,0.32,0.09,0.13,0.41,0.23,1194,1194
0.28,0.64,0.45,0.69,0.62,0.2,0.59,0.86,0.07,0.27,0.4,1195,1195
0.44,0.63,0.13,0.73,0.5,0.09,1.0,0.81,0.23,0.43,0.9,1196,1196
0.49,0.37,0.44,0.29,0.3,0.57,0.12,0.06,0.28,0.46,0.13,1197,1197
0.1,0.62,0.43,0.27,0.58,0.23,0.61,0.16,0.07,0.1,0.43,1198,1198
0.2,0.66,0.66,0.33,0.62,0.24,0.29,0.3,0.06,0.17,0.53,1199,1199
0.54,0.3,0.64,0.43,0.24,0.64,0.26,0.07,0.54,0.54,0.11,1200,1200
0.68,0.15,0.47,0.36,0.14,0.59,0.16,0.0,0.53,0.63,0.02,1201,1201
0.87,0.66,0.3,0.5,0.6,0.79,0.19,0.0,0.97,0.91,0.21,1202,1202
0.76,0.12,0.19,0.22,0.08,0.77,0.14,0.03,0.5,0.72,0.03,1203,1203
0.46,0.84,0.34,0.55,0.77,0.18,0.69,0.29,0.26,0.46,1.0,1204,1204
0.33,0.58,0.3,0.36,0.49,0.27,0.43,0.23,0.2,0.32,0.32,1205,1205
0.43,0.41,0.4,0.23,0.39,0.53,0.25,0.1,0.29,0.39,0.16,1206,1206
0.62,0.21,0.65,0.5,0.18,0.58,0.29,0.41,0.55,0.6,0.05,1207,1207
0.5,0.65,0.45,0.37,0.55,0.63,0.24,0.01,0.33,0.49,0.1,1208,1208
0.69,0.4,0.6,0.44,0.37,0.48,0.33,0.18,0.42,0.65,0.06,1209,1209
0.07,0.77,0.57,0.25,0.75,0.13,0.56,0.32,0.04,0.08,0.19,1210,1210
0.22,0.51,0.65,0.39,0.51,0.27,0.24,0.08,0.08,0.23,0.02,1211,1211
0.27,0.12,0.53,1.0,0.11,0.3,0.35,0.0,0.2,0.27,0.15,1212,1212
0.45,0.44,0.62,0.42,0.38,0.3,0.32,0.37,0.22,0.4,0.2,1213,1213
0.78,0.26,0.34,0.37,0.29,0.48,0.25,0.21,0.41,0.66,0.04,1214,1214
0.56,0.28,0.51,0.44,0.25,0.41,0.24,0.05,0.31,0.58,0.16,1215,1215
0.23,0.63,0.29,0.4,0.59,0.21,0.7,0.09,0.09,0.22,0.07,1216,1216
0.23,0.22,0.39,0.33,0.23,0.12,0.33,0.82,0.11,0.2,0.04,1217,1217
0.41,0.6,0.49,0.71,0.54,0.18,0.76,0.44,0.32,0.39,0.65,1218,1218
0.14,0.59,0.27,0.43,0.51,0.13,0.77,0.18,0.08,0.12,0.25,1219,1219
0.14,0.65,0.46,0.28,0.63,0.21,0.64,0.24,0.05,0.11,0.07,1220,1220
0.2,0.55,0.44,0.29,0.53,0.32,0.34,0.14,0.14,0.19,0.22,1221,1221
0.75,0.49,0.52,0.38,0.45,0.42,0.23,0.04,0.5,0.74,0.41,1222,1222
0.55,0.63,0.6,0.75,0.59,0.58,0.29,0.22,0.51,0.57,0.33,1223,1223
0.41,0.7,0.55,0.51,0.7,0.33,0.57,0.76,0.18,0.42,0.31,1224,1224
0.47,0.4,0.63,0.38,0.38,0.38,0.32,0.17,0.26,0.47,0.17,1225,1225
0.23,0.58,0.69,0.22,0.51,0.24,0.18,0.32,0.09,0.2,0.05,1226,1226
0.18,0.76,0.86,0.39,0.74,0.2,0.26,0.44,0.08,0.14,0.36,1227,1227
0.21,0.19,0.27,0.35,0.12,0.16,0.24,0.12,0.14,0.21,0.03,1228,1228
0.23,0.66,0.46,0.52,0.64,0.23,0.67,1.0,0.08,0.2,0.41,1229,1229
0.3,0.52,0.39,0.31,0.51,0.27,0.38,0.13,0.09,0.26,0.11,1230,1230
0.33,0.35,0.7,0.36,0.33,0.3,0.16,0.04,0.13,0.33,0.05,1231,1231
0.43,0.66,0.9,0.58,0.67,0.37,0.3,0.13,0.24,0.5,0.29,1232,1232
1.0,0.25,0.6,0.48,0.19,0.47,0.18,0.05,0.82,1.0,0.37,1233,1233
0.71,0.22,0.47,0.33,0.23,0.49,0.12,0.12,0.45,0.64,0.02,1234,1234
0.25,0.85,0.36,0.38,0.76,0.23,0.75,0.06,0.2,0.25,0.27,1235,1235
0.2,0.78,0.48,0.32,0.73,0.26,0.54,0.4,0.05,0.19,0.2,1236,1236
0.36,0.6,0.72,0.38,0.57,0.35,0.19,0.01,0.15,0.35,0.12,1237,1237
0.33,0.35,0.34,0.19,0.28,0.21,0.31,0.04,0.17,0.35,0.04,1238,1238
0.24,0.85,0.54,0.58,0.83,0.36,0.42,0.49,0.16,0.26,0.43,1239,1239
0.38,0.22,0.44,0.31,0.18,0.26,0.17,0.1,0.18,0.33,0.05,1240,1240
0.31,0.58,0.74,0.29,0.48,0.26,0.21,0.24,0.13,0.27,0.08,1241,1241
0.3,0.52,0.37,0.36,0.49,0.25,0.74,0.13,0.2,0.31,0.44,1242,1242
0.54,0.57,0.34,0.67,0.48,0.5,0.39,0.26,0.96,0.55,0.53,1243,1243
0.29,0.66,0.71,0.37,0.59,0.45,0.26,0.03,0.22,0.31,0.11,1244,1244
0.42,0.69,0.58,0.55,0.66,0.33,0.38,0.14,0.14,0.43,0.25,1245,1245
0.54,0.54,0.65,0.46,0.52,0.52,0.26,0.01,0.55,0.5,0.12,1246,1246
0.67,0.38,0.64,0.46,0.39,0.54,0.24,0.02,0.52,0.69,0.13,1247,1247
0.34,0.71,0.31,0.37,0.68,0.23,0.61,0.2,0.13,0.33,0.43,1248,1248
0.21,0.71,0.52,0.36,0.67,0.23,0.54,0.25,0.08,0.19,0.6,1249,1249
0.35,0.55,0.69,0.26,0.48,0.37,0.24,0.09,0.15,0.34,0.11,1250,1250
0.46,0.72,0.53,0.45,0.71,0.5,0.4,0.45,0.26,0.49,0.36,1251,1251
0.18,0.75,0.47,0.42,0.63,0.2,0.32,0.37,0.09,0.14,0.91,1252,1252
0.45,0.45,0.19,0.95,0.41,0.51,0.38,0.21,0.64,0.47,0.32,1253,1253
0.71,0.31,0.42,0.23,0.27,0.42,0.24,0.09,0.4,0.62,0.22,1254,1254
0.18,0.73,0.59,0.31,0.87,0.17,0.51,0.32,0.05,0.13,0.21,1255,1255
0.57,0.43,0.62,0.25,0.39,0.32,0.28,0.01,0.17,0.53,0.21,1256,1256
0.58,0.19,0.47,0.4,0.14,0.72,0.22,0.0,0.66,0.59,0.01,1257,1257
0.18,0.47,0.28,0.53,0.47,0.19,0.56,0.43,0.09,0.16,0.59,1258,1258
1.0,0.34,0.42,0.26,0.3,0.9,0.08,0.04,1.0,1.0,0.01,1259,1259
0.99,0.21,0.29,0.29,0.16,1.0,0.12,0.1,1.0,0.93,0.83,1260,1260
0.52,0.39,0.58,0.15,0.34,0.6,0.07,0.06,0.26,0.5,0.02,1261,1261
0.64,0.37,0.36,0.56,0.38,0.61,0.2,0.02,0.52,0.61,0.11,1262,1262
0.29,0.38,0.49,0.33,0.31,0.41,0.2,0.03,0.2,0.26,0.07,1263,1263
0.52,0.21,0.79,0.28,0.19,0.32,0.23,0.12,0.15,0.51,0.08,1264,1264
0.2,0.7,0.38,0.23,0.64,0.22,0.31,0.16,0.08,0.2,0.09,1265,1265
0.67,0.38,0.43,0.74,0.3,0.17,0.56,0.25,0.46,0.68,0.45,1266,1266
0.46,0.31,0.66,0.38,0.3,0.43,0.3,0.26,0.38,0.45,0.08,1267,1267
0.58,0.42,0.56,0.36,0.34,0.45,0.2,0.04,0.41,0.55,0.12,1268,1268
0.63,0.27,0.47,0.43,0.27,0.54,0.24,0.07,0.49,0.63,0.06,1269,1269
0.12,0.57,0.54,0.22,0.54,0.25,0.24,0.1,0.11,0.09,0.16,1270,1270
0.21,0.08,0.5,1.0,0.05,0.14,0.28,0.05,0.15,0.25,0.09,1271,1271
0.52,0.67,0.35,0.4,0.6,0.33,0.44,0.13,0.31,0.51,0.5,1272,1272
0.34,0.67,0.52,0.45,0.65,0.28,0.39,0.19,0.12,0.33,0.6,1273,1273
0.74,0.21,0.31,0.66,0.17,0.81,0.17,0.09,0.73,0.75,0.02,1274,1274
0.52,0.58,0.4,0.41,0.5,0.5,0.3,0.05,0.63,0.53,0.41,1275,1275
0.42,0.33,0.58,0.3,0.27,0.57,0.09,0.03,0.25,0.4,0.05,1276,1276
0.61,0.64,0.48,0.51,0.6,0.34,0.37,0.1,0.46,0.62,0.46,1277,1277
0.09,0.7,0.68,0.29,0.65,0.21,0.6,0.1,0.08,0.1,0.17,1278,1278
0.36,0.78,0.18,0.54,0.72,0.19,0.73,0.81,0.22,0.37,1.0,1279,1279
0.63,0.28,0.4,0.38,0.23,0.84,0.24,0.12,0.84,0.62,0.1,1280,1280
0.1,0.59,0.34,0.37,0.65,0.17,0.62,0.32,0.03,0.08,0.02,1281,1281
0.19,0.65,0.37,0.34,0.59,0.26,0.44,0.14,0.11,0.19,0.16,1282,1282
0.64,0.32,0.63,0.87,0.32,0.4,0.37,0.17,0.47,0.62,0.19,1283,1283
0.22,0.19,0.54,0.31,0.14,0.41,0.24,0.12,0.37,0.24,0.11,1284,1284
0.36,0.33,0.62,0.27,0.35,0.38,0.27,0.0,0.23,0.35,0.06,1285,1285
0.13,0.63,0.52,0.49,0.64,0.12,1.0,0.8,0.05,0.11,0.32,1286,1286
0.66,0.4,0.59,0.57,0.4,0.38,0.22,0.07,0.26,0.6,0.1,1287,1287
0.22,0.74,0.61,0.32,0.71,0.25,0.32,0.37,0.1,0.18,0.42,1288,1288
0.07,0.67,0.57,0.55,0.64,0.19,0.77,1.0,0.08,0.02,0.2,1289,1289
0.33,0.59,0.72,0.37,0.55,0.29,0.41,0.28,0.09,0.3,0.22,1290,1290
0.24,0.48,0.68,0.68,0.42,0.27,0.36,0.18,0.16,0.25,0.33,1291,1291
0.33,0.65,0.64,0.48,0.61,0.31,0.43,0.08,0.19,0.32,0.04,1292,1292
0.47,0.57,0.39,0.61,0.53,0.27,0.62,0.36,0.31,0.47,0.73,1293,1293
0.42,0.3,0.59,0.27,0.24,0.52,0.19,0.1,0.26,0.4,0.05,1294,1294
1.0,0.13,0.26,0.38,0.12,1.0,0.18,0.05,1.0,1.0,0.05,1295,1295
0.51,0.61,0.36,0.69,0.55,0.39,0.34,0.15,0.58,0.53,0.48,1296,1296
0.36,0.71,0.49,0.6,0.66,0.41,0.32,0.91,0.27,0.36,0.73,1297,1297
0.69,0.35,0.58,0.32,0.32,0.67,0.18,0.09,0.62,0.63,0.02,1298,1298
0.75,0.48,0.57,0.42,0.46,0.51,0.22,0.05,0.74,0.74,0.2,1299,1299
0.56,0.14,0.26,0.18,0.16,0.92,0.14,0.04,0.6,0.45,0.01,1300,1300
0.56,0.55,0.43,0.28,0.47,0.79,0.13,0.09,0.41,0.55,0.06,1301,1301
0.28,0.59,0.57,0.33,0.52,0.38,0.18,0.2,0.13,0.25,0.23,1302,1302
0.1,0.61,0.4,0.33,0.62,0.19,0.55,0.22,0.05,0.07,0.9,1303,1303
0.67,0.29,0.29,0.39,0.27,0.49,0.2,0.1,0.48,0.66,0.03,1304,1304
0.68,0.2,0.44,0.36,0.2,0.53,0.15,0.15,0.49,0.65,0.04,1305,1305
0.13,0.72,0.5,0.32,0.76,0.18,0.6,0.21,0.04,0.1,0.18,1306,1306
0.3,0.54,0.72,0.58,0.54,0.22,0.44,0.28,0.11,0.23,0.85,1307,1307
0.43,0.52,0.66,0.49,0.53,0.35,0.31,0.19,0.3,0.41,0.21,1308,1308
0.54,0.44,0.59,0.24,0.42,0.35,0.57,0.05,0.44,0.51,0.12,1309,1309
0.39,0.25,0.7,0.34,0.23,0.31,0.29,0.0,0.07,0.36,0.14,1310,1310
0.64,0.38,0.8,0.26,0.3,0.47,0.16,0.09,0.18,0.51,0.09,1311,1311
0.86,0.67,0.62,0.61,0.72,0.41,0.17,0.0,0.65,0.84,0.1,1312,1312
0.19,0.8,0.44,0.44,0.76,0.25,0.53,0.42,0.08,0.19,0.33,1313,1313
0.41,0.55,0.61,0.54,0.49,0.36,0.18,0.02,0.2,0.45,0.17,1314,1314
0.4,0.18,0.73,0.31,0.21,0.38,0.38,0.22,0.36,0.38,0.22,1315,1315
0.11,0.72,0.62,0.39,0.76,0.2,0.55,0.08,0.09,0.08,0.34,1316,1316
1.0,0.11,0.11,0.41,0.09,0.59,0.18,0.0,0.65,1.0,0.17,1317,1317
0.35,0.98,0.76,0.79,0.89,0.18,0.54,0.23,0.13,0.34,0.77,1318,1318
0.35,0.81,0.59,0.36,0.75,0.23,0.39,0.06,0.07,0.31,0.56,1319,1319
0.2,0.2,0.54,1.0,0.18,0.15,0.53,0.08,0.11,0.21,0.09,1320,1320
0.58,0.54,0.51,0.49,0.46,0.31,0.51,0.12,0.61,0.59,0.33,1321,1321
0.6,0.28,0.49,0.32,0.27,0.38,0.34,0.2,0.33,0.57,0.03,1322,1322
0.57,0.33,0.46,0.52,0.31,0.48,0.32,0.14,0.35,0.61,0.06,1323,1323
0.18,0.72,0.46,0.28,0.73,0.18,0.75,0.26,0.03,0.14,0.09,1324,1324
0.1,0.66,0.28,0.36,0.63,0.2,0.72,0.32,0.05,0.11,0.46,1325,1325
0.2,0.72,0.32,0.28,0.73,0.27,0.48,0.38,0.1,0.23,0.14,1326,1326
0.43,0.3,0.7,0.36,0.38,0.38,0.16,0.09,0.31,0.42,0.08,1327,1327
0.51,0.4,0.0,0.76,0.27,0.03,0.94,0.2,0.43,0.51,0.54,1328,1328
0.44,0.46,0.57,0.24,0.41,0.47,0.22,0.06,0.22,0.4,0.06,1329,1329
0.71,0.37,0.44,0.4,0.33,0.47,0.25,0.02,0.38,0.64,0.04,1330,1330
0.22,0.52,0.5,0.26,0.45,0.2,0.66,0.04,0.09,0.2,0.15,1331,1331
0.47,0.49,0.81,0.37,0.56,0.34,0.24,0.19,0.26,0.44,0.04,1332,1332
0.31,0.51,0.45,0.48,0.49,0.23,0.62,0.1,0.25,0.3,0.15,1333,1333
0.23,0.65,0.58,0.38,0.62,0.26,0.31,0.23,0.13,0.18,0.61,1334,1334
0.25,0.25,0.29,0.33,0.19,0.32,0.18,0.02,0.19,0.26,0.06,1335,1335
0.33,0.63,0.65,0.33,0.58,0.51,0.17,0.01,0.23,0.33,0.08,1336,1336
0.17,0.43,0.65,0.57,0.41,0.24,0.4,0.16,0.11,0.16,0.14,1337,1337
0.57,0.38,0.47,0.65,0.38,0.42,0.44,0.11,0.37,0.58,0.15,1338,1338
0.29,0.37,0.68,0.29,0.28,0.36,0.17,0.17,0.14,0.16,0.09,1339,1339
0.44,0.5,0.77,0.21,0.48,0.28,0.25,0.04,0.14,0.39,0.08,1340,1340
0.11,0.47,0.45,0.23,0.46,0.14,0.56,0.37,0.02,0.09,0.39,1341,1341
0.5,0.38,0.57,1.0,0.3,0.33,0.34,0.03,0.65,0.52,0.24,1342,1342
0.26,0.61,0.46,0.42,0.62,0.3,0.12,0.05,0.18,0.25,0.2,1343,1343
0.5,0.55,0.42,0.34,0.56,0.31,0.46,0.08,0.4,0.49,0.29,1344,1344
0.7,0.23,0.49,0.31,0.2,0.8,0.1,0.09,0.62,0.66,0.0,1345,1345
0.53,0.28,0.4,0.44,0.27,0.43,0.25,0.03,0.4,0.53,0.07,1346,1346
0.22,0.48,0.6,0.18,0.48,0.22,0.29,0.33,0.09,0.14,0.19,1347,1347
0.89,0.22,0.0,0.37,0.15,1.0,0.1,0.04,1.0,0.89,0.01,1348,1348
0.24,0.64,0.71,0.58,0.57,0.24,0.58,0.79,0.1,0.21,0.59,1349,1349
0.47,0.59,0.37,0.54,0.51,0.31,0.44,0.19,0.32,0.47,0.68,1350,1350
0.42,0.26,0.4,0.42,0.24,0.5,0.34,0.0,0.5,0.44,0.06,1351,1351
0.4,0.49,0.5,0.64,0.46,0.33,0.51,0.21,0.31,0.37,0.3,1352,1352
0.17,0.69,0.7,0.28,0.73,0.24,0.35,0.1,0.08,0.15,0.06,1353,1353
0.58,0.64,0.6,0.44,0.58,0.51,0.12,0.03,0.42,0.57,0.06,1354,1354
0.17,0.54,0.4,0.57,0.52,0.27,0.58,0.42,0.14,0.16,0.36,1355,1355
0.72,0.34,0.77,0.36,0.33,0.43,0.42,0.11,0.33,0.62,0.04,1356,1356
0.34,0.28,0.77,0.34,0.31,0.28,0.38,0.12,0.3,0.32,0.04,1357,1357
1.0,0.23,0.25,0.29,0.22,1.0,0.12,0.09,1.0,1.0,0.07,1358,1358
0.23,0.5,0.57,0.37,0.51,0.23,0.45,0.75,0.15,0.16,0.38,1359,1359
0.64,0.35,0.57,0.45,0.3,0.49,0.41,0.43,0.46,0.62,0.07,1360,1360
0.24,0.74,0.56,0.53,0.68,0.2,0.5,1.0,0.09,0.19,0.41,1361,1361
0.11,0.7,0.57,0.45,0.67,0.19,0.63,0.36,0.07,0.11,0.18,1362,1362
0.52,0.17,0.39,0.27,0.15,0.6,0.08,0.0,0.36,0.52,0.02,1363,1363
0.3,0.59,0.75,0.56,0.53,0.36,0.25,0.5,0.19,0.29,0.36,1364,1364
0.49,0.3,0.32,0.48,0.3,0.34,0.41,0.47,0.32,0.5,0.19,1365,1365
0.23,0.41,0.64,0.37,0.41,0.25,0.29,0.11,0.08,0.24,0.16,1366,1366
0.27,0.44,0.79,0.29,0.48,0.29,0.13,0.15,0.14,0.24,0.02,1367,1367
0.46,0.65,0.69,0.75,0.62,0.27,0.67,0.39,0.26,0.46,1.0,1368,1368
0.65,0.64,0.39,0.55,0.56,0.26,0.55,0.07,0.4,0.67,0.41,1369,1369
0.02,0.36,0.2,0.48,0.27,0.01,1.0,0.51,0.02,0.04,0.12,1370,1370
0.27,0.63,0.56,0.59,0.57,0.38,0.28,0.07,0.14,0.28,0.05,1371,1371
0.54,0.48,0.4,0.75,0.42,0.18,0.24,0.17,0.36,0.54,0.45,1372,1372
0.3,0.43,0.6,0.58,0.38,0.34,0.19,0.27,0.14,0.29,0.15,1373,1373
0.33,0.49,0.67,0.27,0.43,0.36,0.2,0.03,0.14,0.3,0.1,1374,1374
0.17,0.58,0.43,0.21,0.55,0.23,0.34,0.4,0.08,0.15,0.12,1375,1375
0.21,0.62,0.51,0.58,0.57,0.21,0.49,0.18,0.12,0.17,0.4,1376,1376
0.37,0.29,0.58,0.39,0.25,0.39,0.46,0.28,0.39,0.39,0.13,1377,1377
0.52,0.41,0.51,0.45,0.39,0.42,0.31,0.44,0.33,0.53,0.16,1378,1378
0.4,0.48,0.34,0.68,0.43,0.42,0.54,0.13,0.61,0.43,0.24,1379,1379
0.33,0.42,0.47,0.31,0.36,0.28,0.32,0.63,0.12,0.28,0.39,1380,1380
0.23,0.67,0.73,0.48,0.64,0.26,0.38,0.42,0.07,0.23,0.23,1381,1381
0.17,0.66,0.48,0.41,0.67,0.23,0.49,0.26,0.08,0.18,0.45,1382,1382
0.13,0.51,0.86,1.0,0.4,0.08,1.0,0.74,0.08,0.09,0.53,1383,1383
0.89,0.44,0.86,0.45,0.34,0.36,0.33,0.6,0.19,0.7,0.12,1384,1384
0.56,0.25,0.67,0.76,0.22,0.41,0.26,0.08,0.39,0.59,0.13,1385,1385
0.4,0.73,0.41,0.45,0.72,0.28,0.47,0.02,0.33,0.41,0.19,1386,1386
0.3,0.36,0.35,0.38,0.36,0.31,0.24,0.08,0.12,0.3,0.05,1387,1387
0.13,0.64,0.53,0.21,0.6,0.2,0.25,0.13,0.05,0.11,0.19,1388,1388
0.29,0.45,0.86,0.3,0.44,0.33,0.07,0.05,0.15,0.28,0.05,1389,1389
0.26,0.63,0.5,0.35,0.59,0.21,0.51,0.18,0.11,0.25,0.57,1390,1390
0.93,0.31,0.24,0.52,0.28,0.78,0.21,0.14,0.83,0.94,0.03,1391,1391
0.57,0.48,0.37,0.51,0.44,0.48,0.16,0.04,0.36,0.56,0.13,1392,1392
0.6,0.61,0.68,0.28,0.49,0.66,0.11,0.1,0.27,0.49,0.14,1393,1393
0.23,0.29,0.35,0.3,0.32,0.33,0.3,0.36,0.11,0.23,0.02,1394,1394
0.11,0.32,0.96,0.35,0.34,0.19,0.33,0.03,0.08,0.14,0.07,1395,1395
0.21,0.62,0.23,0.41,0.57,0.19,0.62,0.46,0.08,0.19,0.13,1396,1396
0.58,0.25,0.51,0.65,0.2,0.4,0.35,0.07,0.44,0.56,0.32,1397,1397
0.14,0.66,0.53,0.38,0.55,0.18,0.63,0.44,0.06,0.13,0.36,1398,1398
0.41,0.43,0.66,0.34,0.38,0.56,0.12,0.21,0.21,0.41,0.06,1399,1399
0.26,0.12,0.6,1.0,0.09,0.21,0.23,0.22,0.14,0.29,0.04,1400,1400
0.19,0.52,0.91,0.31,0.54,0.33,0.22,0.0,0.08,0.2,0.03,1401,1401
0.31,0.54,0.47,0.47,0.59,0.28,0.63,0.08,0.24,0.33,0.34,1402,1402
0.14,0.74,0.66,0.31,0.74,0.19,0.74,0.35,0.03,0.13,0.12,1403,1403
0.4,0.39,0.54,0.38,0.38,0.46,0.07,0.26,0.26,0.43,0.13,1404,1404
0.44,0.4,0.15,0.65,0.3,0.11,0.74,0.09,0.37,0.47,0.45,1405,1405
0.59,0.33,0.73,0.73,0.3,0.41,0.31,0.11,0.49,0.56,0.18,1406,1406
0.68,0.24,0.52,0.41,0.19,0.7,0.17,0.0,0.51,0.61,0.19,1407,1407
0.21,0.5,0.06,0.47,0.44,0.14,1.0,0.34,0.14,0.2,0.41,1408,1408
0.25,0.1,0.41,0.24,0.13,0.35,0.23,0.08,0.16,0.24,0.0,1409,1409
0.47,0.49,0.68,0.67,0.48,0.43,0.24,0.1,0.38,0.46,0.09,1410,1410
0.08,0.51,0.13,0.34,0.45,0.1,0.9,0.5,0.06,0.05,0.5,1411,1411
0.32,0.6,0.35,0.71,0.56,0.24,0.65,1.0,0.1,0.29,0.53,1412,1412
0.15,0.69,0.7,0.4,0.66,0.22,0.38,0.07,0.09,0.09,0.21,1413,1413
0.2,0.64,0.53,0.39,0.61,0.29,0.43,0.05,0.08,0.23,0.23,1414,1414
0.3,0.63,0.74,0.39,0.6,0.29,0.31,0.03,0.12,0.31,0.14,1415,1415
0.41,0.31,0.09,0.76,0.22,0.06,0.85,0.5,0.37,0.45,0.36,1416,1416
0.38,0.47,0.49,0.57,0.43,0.29,0.46,0.34,0.25,0.39,0.27,1417,1417
0.54,0.75,0.6,0.49,0.67,0.55,0.17,0.11,0.42,0.53,0.09,1418,1418
0.41,0.28,0.43,0.34,0.3,0.42,0.15,0.2,0.23,0.37,0.07,1419,1419
0.15,0.61,0.51,0.31,0.59,0.21,0.48,0.27,0.07,0.09,0.21,1420,1420
0.66,0.65,0.65,0.54,0.62,0.52,0.19,0.05,0.98,0.67,0.3,1421,1421
0.64,0.3,0.28,0.29,0.4,0.7,0.19,0.0,0.37,0.59,0.02,1422,1422
