pers_per_fam,population,pct_speak_engl_only,pct_use_pub_trans,pct_wo_full_plumb,pct_occup_manu,rent_high_q,pct_occup_mgmt_prof,pct_hous_own_occ,age_pct16t24,violent_crimes_per_pop,squirrel_id
0.53,0.0,0.81,0.3,0.07,0.12,0.39,0.8,0.89,0.29,0.03,_1151_
0.53,0.0,0.79,0.07,0.57,0.69,0.16,0.09,0.47,0.33,0.33,_1152_
0.47,0.03,0.95,0.06,0.13,0.34,0.23,0.41,0.87,0.26,0.04,_1153_
0.4,0.03,0.96,0.01,0.16,0.41,0.18,0.43,0.45,0.85,0.11,_1154_
0.4,0.02,0.86,0.09,0.35,0.33,0.44,0.38,0.38,0.26,0.14,_1155_
0.43,0.2,0.53,0.09,0.16,0.17,0.92,0.63,0.46,0.26,0.26,_1156_
0.33,0.01,0.98,0.02,0.33,0.67,0.13,0.34,0.64,0.24,0.22,_1157_
0.4,0.0,0.87,0.02,0.28,0.49,0.14,0.23,0.53,0.32,0.07,_1158_
0.48,0.0,0.96,0.01,1.0,0.44,0.13,0.37,0.46,0.26,0.87,_1159_
0.44,0.02,0.96,0.01,0.32,0.86,0.11,0.25,0.36,0.48,1.0,_1160_
0.35,0.0,0.98,0.0,0.45,0.8,0.13,0.33,0.55,0.35,0.28,_1161_
0.32,0.03,0.95,0.02,0.25,0.72,0.23,0.36,0.4,0.41,0.46,_1162_
0.57,1.0,0.9,1.0,0.45,0.45,0.27,0.34,0.36,0.33,1.0,_1163_
0.58,0.0,0.97,0.01,0.76,0.89,0.1,0.24,0.52,0.3,0.63,_1164_
0.36,0.01,0.98,0.02,0.26,0.64,0.09,0.23,0.58,0.3,0.05,_1165_
0.51,0.03,0.6,0.04,0.22,0.4,0.41,0.42,0.78,0.49,0.12,_1166_
0.28,0.01,0.96,0.03,0.43,0.86,0.23,0.23,0.45,0.27,0.06,_1167_
0.47,0.01,0.98,0.0,0.18,0.3,0.34,0.49,0.57,0.26,0.28,_1168_
1.0,0.05,0.91,0.12,0.02,0.49,0.28,0.31,0.76,0.29,0.04,_1169_
0.14,0.02,0.84,0.06,0.0,0.12,1.0,0.78,0.73,0.13,0.1,_1170_
0.34,0.01,0.95,0.01,0.0,0.48,0.39,0.49,0.69,0.23,0.03,_1171_
0.6,0.25,0.64,0.05,0.28,0.43,0.45,0.36,0.49,0.28,0.34,_1172_
0.51,0.0,0.94,0.02,0.21,0.75,0.14,0.31,0.41,0.5,0.39,_1173_
0.4,0.03,0.9,0.06,0.21,0.26,0.54,0.5,0.27,0.34,0.16,_1174_
0.49,0.0,0.88,0.12,0.45,0.11,0.94,0.74,0.67,0.27,0.06,_1175_
0.41,0.02,0.7,0.03,0.37,0.49,0.32,0.39,0.47,0.3,0.03,_1176_
0.28,0.01,0.98,0.01,0.26,0.45,0.08,0.35,0.62,0.44,0.17,_1177_
0.64,0.01,0.97,0.02,1.0,0.54,0.06,0.37,0.41,0.28,0.54,_1178_
0.3,0.02,0.83,0.05,0.17,0.18,0.32,0.67,0.17,1.0,0.1,_1179_
0.57,0.17,0.46,0.13,0.1,0.34,0.74,0.5,0.45,0.45,0.22,_1180_
0.27,0.05,0.87,0.04,0.08,0.41,0.36,0.28,0.7,0.21,0.18,_1181_
0.41,0.43,0.7,0.18,0.41,0.38,0.29,0.39,0.45,0.33,1.0,_1182_
1.0,0.1,0.0,0.23,0.42,0.88,0.63,0.14,0.52,0.47,0.25,_1183_
0.52,0.01,0.85,0.04,0.34,0.43,0.17,0.34,0.51,0.37,0.0,_1184_
0.53,0.0,0.73,0.54,0.57,0.31,0.66,0.49,0.65,0.23,0.04,_1185_
0.51,0.01,0.97,0.01,0.0,0.24,0.28,0.51,0.58,0.45,0.03,_1186_
0.38,0.03,0.91,0.57,0.12,0.05,0.77,0.91,0.73,0.23,0.04,_1187_
0.69,0.17,0.9,0.34,0.37,0.67,0.13,0.23,0.49,0.33,0.89,_1188_
0.9,0.03,0.0,0.11,0.59,0.61,0.62,0.19,0.35,0.36,0.62,_1189_
0.52,0.12,0.86,0.19,0.17,0.63,0.23,0.3,0.51,0.28,0.34,_1190_
0.47,0.0,0.78,0.35,0.1,0.17,0.85,0.64,0.74,0.2,0.16,_1191_
0.4,0.0,0.97,0.01,0.39,0.85,0.13,0.28,0.67,0.25,0.19,_1192_
0.42,0.01,0.83,0.33,0.13,0.08,1.0,0.91,0.82,0.15,0.03,_1193_
0.37,0.01,0.9,0.03,0.05,0.27,0.4,0.53,0.75,0.21,0.23,_1194_
0.55,0.99,0.82,0.62,0.46,0.56,0.3,0.3,0.31,0.37,0.4,_1195_
1.0,0.13,0.27,0.36,0.73,0.89,0.49,0.13,0.47,0.45,0.9,_1196_
0.58,0.19,0.82,0.07,0.08,0.11,0.55,0.72,0.65,0.26,0.13,_1197_
0.36,0.01,0.99,0.01,0.66,0.45,0.09,0.37,0.58,0.25,0.43,_1198_
0.4,0.02,0.93,0.04,0.11,0.74,0.19,0.23,0.56,0.29,0.53,_1199_
0.58,0.04,0.68,0.88,0.24,0.2,0.64,0.71,0.77,0.3,0.11,_1200_
0.6,0.04,0.8,0.44,0.27,0.13,0.81,0.68,0.85,0.27,0.02,_1201_
0.35,0.04,0.74,0.15,0.07,0.15,1.0,0.61,0.5,0.3,0.21,_1202_
0.6,0.01,0.96,0.03,0.0,0.05,1.0,0.91,0.95,0.23,0.03,_1203_
0.73,0.02,0.31,0.63,0.37,0.51,0.51,0.15,0.34,0.32,1.0,_1204_
0.62,0.11,0.59,0.04,0.13,0.31,0.36,0.45,0.52,0.3,0.32,_1205_
0.44,0.0,0.91,0.03,0.09,0.14,0.5,0.72,0.63,0.25,0.16,_1206_
0.6,0.01,0.91,0.51,0.0,0.13,0.68,0.62,0.71,0.32,0.05,_1207_
0.26,0.19,0.87,0.06,0.07,0.14,0.56,0.63,0.57,0.23,0.1,_1208_
0.49,0.06,0.88,0.16,0.13,0.32,0.78,0.46,0.73,0.26,0.06,_1209_
0.37,0.01,0.97,0.03,0.65,0.45,0.07,0.35,0.46,0.27,0.19,_1210_
0.44,0.01,0.95,0.04,0.2,0.73,0.22,0.24,0.54,0.28,0.02,_1211_
0.32,0.0,0.88,0.0,0.07,0.23,0.37,0.77,0.34,1.0,0.15,_1212_
0.65,0.03,0.9,0.34,0.22,0.4,0.48,0.44,0.81,0.25,0.2,_1213_
0.62,0.02,0.9,0.14,0.72,0.32,0.82,0.47,0.9,0.25,0.04,_1214_
0.65,0.01,0.87,0.18,0.18,0.3,0.6,0.5,0.74,0.34,0.16,_1215_
0.45,0.0,0.91,0.12,0.27,0.61,0.23,0.3,0.41,0.32,0.07,_1216_
1.0,0.01,0.94,0.09,0.3,0.5,0.24,0.39,0.77,0.31,0.04,_1217_
0.84,0.21,0.13,0.59,0.67,0.87,0.45,0.15,0.16,0.41,0.65,_1218_
0.55,0.0,0.27,0.0,0.26,0.33,0.14,0.34,0.55,0.39,0.25,_1219_
0.42,0.01,0.97,0.0,0.2,0.8,0.1,0.23,0.57,0.28,0.07,_1220_
0.42,0.06,0.96,0.01,0.24,0.49,0.2,0.44,0.54,0.27,0.22,_1221_
0.53,0.1,0.68,0.07,0.1,0.32,0.88,0.42,0.67,0.25,0.41,_1222_
0.41,0.01,0.62,0.33,0.0,0.23,0.7,0.56,0.21,0.27,0.33,_1223_
0.55,0.03,0.82,0.07,0.35,0.29,0.5,0.39,0.13,0.5,0.31,_1224_
0.46,0.12,0.9,0.1,0.17,0.34,0.55,0.43,0.71,0.24,0.17,_1225_
0.44,0.0,0.96,0.02,0.05,0.67,0.19,0.27,0.6,0.29,0.05,_1226_
0.36,0.01,0.96,0.0,0.61,1.0,0.14,0.19,0.37,0.35,0.36,_1227_
1.0,0.09,0.9,0.12,0.06,0.34,0.24,0.51,0.62,0.4,0.03,_1228_
0.49,0.52,0.9,0.17,0.2,0.54,0.22,0.33,0.52,0.37,0.41,_1229_
0.53,0.03,0.88,0.12,0.21,0.65,0.26,0.25,0.66,0.3,0.11,_1230_
0.54,0.02,0.94,0.02,0.18,0.66,0.32,0.31,0.55,0.3,0.05,_1231_
0.46,0.01,0.72,1.0,0.14,0.28,0.51,0.44,0.39,0.29,0.29,_1232_
0.89,0.07,0.2,0.05,0.12,0.19,1.0,0.63,0.83,0.41,0.37,_1233_
0.56,0.0,0.9,0.01,0.28,0.26,0.79,0.51,0.88,0.24,0.02,_1234_
0.49,0.03,0.64,0.01,0.24,0.29,0.26,0.36,0.26,0.34,0.27,_1235_
0.39,0.06,0.95,0.01,0.17,0.6,0.19,0.28,0.55,0.29,0.2,_1236_
0.49,0.06,0.83,0.01,0.03,0.31,0.38,0.45,0.4,0.4,0.12,_1237_
0.58,0.01,0.81,0.01,0.12,0.29,0.37,0.29,0.24,0.38,0.04,_1238_
0.4,0.74,0.72,0.46,0.2,0.32,0.32,0.5,0.37,0.27,0.43,_1239_
1.0,0.1,0.92,0.13,0.15,0.22,0.43,0.51,0.88,0.26,0.05,_1240_
0.62,0.03,0.74,0.01,0.04,0.34,0.3,0.39,0.43,0.3,0.08,_1241_
0.49,0.0,0.92,0.02,0.44,0.65,0.33,0.24,0.64,0.23,0.44,_1242_
0.56,0.2,0.38,0.31,0.22,0.24,0.67,0.65,0.33,0.33,0.53,_1243_
0.38,0.04,0.91,0.14,0.07,0.2,0.37,0.6,0.52,0.26,0.11,_1244_
0.44,0.01,0.89,0.73,0.08,0.39,0.43,0.35,0.31,0.37,0.25,_1245_
0.26,0.01,0.93,0.16,0.33,0.15,0.55,0.54,0.43,0.25,0.12,_1246_
0.47,0.01,0.83,0.04,0.11,0.21,0.83,0.71,0.54,0.25,0.13,_1247_
0.59,0.02,0.64,0.07,0.51,0.4,0.37,0.3,0.42,0.38,0.43,_1248_
0.45,0.03,0.97,0.01,0.55,0.51,0.21,0.38,0.48,0.29,0.6,_1249_
0.48,0.06,0.89,0.0,0.08,0.29,0.37,0.45,0.55,0.31,0.11,_1250_
0.54,0.35,0.84,0.14,0.32,0.22,0.62,0.52,0.42,0.32,0.36,_1251_
0.39,0.01,0.96,0.02,0.18,0.51,0.18,0.31,0.39,0.28,0.91,_1252_
0.41,0.04,0.29,1.0,0.41,0.29,0.69,0.7,0.0,0.42,0.32,_1253_
0.49,0.01,0.93,0.05,0.1,0.18,0.71,0.5,0.83,0.18,0.22,_1254_
0.47,0.01,0.9,0.0,0.28,0.54,0.16,0.28,0.62,0.24,0.21,_1255_
0.35,0.09,0.69,0.06,0.1,0.2,0.59,0.4,0.72,0.18,0.21,_1256_
0.65,0.0,0.9,0.29,0.0,0.13,0.7,0.76,0.82,0.24,0.01,_1257_
0.46,0.02,0.7,0.35,0.32,0.5,0.16,0.2,0.48,0.3,0.59,_1258_
0.47,0.03,0.82,0.23,0.07,0.07,1.0,0.79,0.89,0.2,0.01,_1259_
0.51,0.02,0.68,0.01,0.0,0.06,1.0,1.0,0.92,0.2,0.83,_1260_
0.5,0.01,0.79,0.04,0.18,0.12,0.61,0.78,0.73,0.12,0.02,_1261_
0.43,0.01,0.68,0.77,0.41,0.3,0.75,0.58,0.58,0.27,0.11,_1262_
0.5,0.07,0.92,0.02,0.11,0.16,0.31,0.67,0.62,0.34,0.07,_1263_
0.76,0.02,0.96,0.1,0.0,0.43,0.53,0.34,0.96,0.25,0.08,_1264_
0.43,0.01,0.98,0.0,0.57,0.44,0.22,0.34,0.56,0.29,0.09,_1265_
1.0,0.46,0.0,0.48,0.47,0.79,0.81,0.15,0.36,0.58,0.45,_1266_
0.55,0.02,0.77,0.04,0.3,0.43,0.51,0.46,0.76,0.29,0.08,_1267_
0.64,0.11,0.78,0.04,0.13,0.15,0.61,0.54,0.55,0.31,0.12,_1268_
0.52,0.13,0.6,0.56,0.12,0.28,0.68,0.58,0.61,0.27,0.06,_1269_
0.28,0.01,0.98,0.01,0.07,0.5,0.11,0.42,0.5,0.27,0.16,_1270_
0.33,0.02,0.81,0.29,0.26,0.15,0.27,0.73,0.14,1.0,0.09,_1271_
0.59,0.14,0.76,0.06,0.28,0.32,0.57,0.44,0.55,0.31,0.5,_1272_
0.31,0.08,0.86,0.01,0.07,0.32,0.34,0.41,0.49,0.35,0.6,_1273_
0.4,0.01,0.77,0.4,0.14,0.14,0.89,0.76,0.6,0.65,0.02,_1274_
0.53,0.09,0.65,0.05,0.17,0.27,0.58,0.52,0.52,0.33,0.41,_1275_
0.36,0.02,0.92,0.08,0.2,0.16,0.43,0.87,0.66,0.24,0.05,_1276_
0.58,0.16,0.45,0.45,0.22,0.48,0.68,0.31,0.4,0.33,0.46,_1277_
0.29,0.01,0.98,0.01,0.3,0.61,0.1,0.41,0.56,0.26,0.17,_1278_
0.7,0.25,0.5,0.1,0.25,0.45,0.41,0.29,0.41,0.37,1.0,_1279_
0.44,0.12,0.65,1.0,0.15,0.13,0.89,0.85,0.66,0.21,0.1,_1280_
0.37,0.0,0.98,0.01,0.15,0.54,0.07,0.27,0.63,0.26,0.02,_1281_
0.52,0.05,0.84,0.18,0.2,0.33,0.2,0.45,0.42,0.31,0.16,_1282_
0.46,0.08,0.68,0.33,0.34,0.27,0.75,0.48,0.33,0.63,0.19,_1283_
0.51,0.01,0.86,0.03,0.0,0.25,0.38,0.52,0.87,0.21,0.11,_1284_
0.31,0.0,0.92,0.05,0.26,0.51,0.41,0.36,0.63,0.24,0.06,_1285_
0.7,0.01,0.97,0.02,0.27,0.69,0.11,0.22,0.75,0.35,0.32,_1286_
0.49,0.02,0.85,0.09,0.24,0.26,0.6,0.35,0.63,0.53,0.1,_1287_
0.4,0.08,0.97,0.09,0.16,0.38,0.21,0.39,0.5,0.26,0.42,_1288_
0.65,0.01,0.97,0.02,0.42,0.53,0.05,0.45,0.36,0.28,0.2,_1289_
0.44,0.02,0.97,0.11,0.16,0.4,0.26,0.4,0.63,0.21,0.22,_1290_
0.42,0.06,0.93,0.01,0.25,0.44,0.26,0.43,0.35,0.73,0.33,_1291_
0.4,0.0,0.93,0.04,0.33,0.41,0.33,0.43,0.39,0.32,0.04,_1292_
0.55,0.11,0.65,0.5,0.41,0.43,0.55,0.31,0.33,0.3,0.73,_1293_
0.44,0.02,0.96,0.12,0.09,0.13,0.57,0.81,0.84,0.14,0.05,_1294_
0.45,0.0,0.85,0.41,0.0,0.0,1.0,1.0,0.87,0.37,0.05,_1295_
0.56,1.0,0.5,0.25,0.37,0.23,0.65,0.53,0.36,0.46,0.48,_1296_
0.56,0.0,0.48,0.42,0.14,0.18,0.4,0.6,0.52,0.27,0.73,_1297_
0.49,0.02,0.93,0.06,0.0,0.19,0.79,0.73,0.84,0.2,0.02,_1298_
0.57,0.26,0.54,0.26,0.11,0.3,0.88,0.55,0.57,0.28,0.2,_1299_
0.59,0.0,0.93,0.02,0.0,0.1,0.67,0.74,0.97,0.23,0.01,_1300_
0.37,0.03,0.9,0.17,0.07,0.07,0.63,0.88,0.61,0.17,0.06,_1301_
0.4,0.01,0.98,0.01,0.07,0.31,0.25,0.55,0.56,0.29,0.23,_1302_
0.39,0.05,0.96,0.01,0.35,0.75,0.08,0.26,0.58,0.3,0.9,_1303_
0.42,0.01,0.72,0.21,0.17,0.33,0.73,0.53,0.59,0.24,0.03,_1304_
0.67,0.02,0.84,0.1,0.16,0.26,0.8,0.54,0.89,0.28,0.04,_1305_
0.33,0.01,0.96,0.02,0.03,0.33,0.13,0.38,0.61,0.22,0.18,_1306_
0.53,0.05,0.95,0.01,0.44,0.66,0.26,0.31,0.43,0.57,0.85,_1307_
0.46,0.01,0.78,0.0,0.28,0.53,0.46,0.42,0.41,0.29,0.21,_1308_
0.22,0.01,0.92,0.07,0.0,0.23,0.58,0.39,0.67,0.14,0.12,_1309_
0.3,0.0,0.96,0.08,0.0,0.39,0.36,0.39,0.95,0.12,0.14,_1310_
0.65,0.04,0.76,0.06,0.22,0.15,0.54,0.68,0.82,0.24,0.09,_1311_
0.54,0.02,0.78,0.12,0.05,0.2,0.91,0.5,0.58,0.35,0.1,_1312_
0.36,0.27,0.92,0.25,0.46,0.35,0.2,0.42,0.48,0.32,0.33,_1313_
0.48,0.01,0.89,0.81,0.32,0.21,0.45,0.56,0.43,0.28,0.17,_1314_
0.49,0.0,0.69,0.06,0.0,0.36,0.48,0.48,0.79,0.24,0.22,_1315_
0.51,0.01,0.96,0.04,0.25,0.54,0.12,0.4,0.5,0.25,0.34,_1316_
0.62,0.02,0.61,0.32,0.05,0.19,1.0,0.57,0.93,0.27,0.17,_1317_
0.53,0.02,0.84,1.0,0.24,0.5,0.32,0.25,0.01,0.47,0.77,_1318_
0.47,0.01,0.92,0.13,0.4,0.69,0.31,0.12,0.51,0.32,0.56,_1319_
0.31,0.01,0.92,0.01,0.09,0.23,0.22,0.46,0.28,1.0,0.09,_1320_
0.83,0.03,0.36,0.08,0.2,0.52,0.67,0.32,0.47,0.34,0.33,_1321_
0.63,0.04,0.83,0.2,0.07,0.36,0.65,0.4,0.88,0.27,0.03,_1322_
0.47,0.0,0.63,0.37,0.45,0.41,0.62,0.42,0.5,0.28,0.06,_1323_
0.47,0.04,0.98,0.06,0.47,0.68,0.12,0.23,0.53,0.3,0.09,_1324_
0.33,0.02,0.97,0.08,0.18,0.47,0.12,0.32,0.45,0.26,0.46,_1325_
0.37,0.03,0.92,0.02,0.3,0.61,0.24,0.31,0.48,0.26,0.14,_1326_
0.41,0.01,0.82,0.05,0.13,0.3,0.48,0.48,0.67,0.59,0.08,_1327_
1.0,0.05,0.0,0.37,0.51,1.0,0.56,0.01,0.01,0.53,0.54,_1328_
0.23,0.03,0.87,0.04,0.05,0.18,0.48,0.63,0.74,0.17,0.06,_1329_
0.45,0.01,0.92,0.1,0.2,0.23,0.73,0.43,0.74,0.25,0.04,_1330_
0.49,0.02,0.81,0.01,0.14,0.31,0.22,0.33,0.42,0.46,0.15,_1331_
0.47,0.0,0.93,0.01,1.0,0.42,0.47,0.38,0.76,0.32,0.04,_1332_
0.44,0.05,0.5,0.07,0.34,0.72,0.33,0.21,0.19,0.33,0.15,_1333_
0.44,0.07,0.97,0.05,0.13,0.77,0.23,0.31,0.49,0.32,0.61,_1334_
0.85,0.04,0.94,0.2,0.06,0.27,0.29,0.55,0.73,0.34,0.06,_1335_
0.45,0.05,0.88,0.0,0.0,0.16,0.38,0.56,0.45,0.31,0.08,_1336_
0.37,0.04,0.94,0.01,0.41,0.34,0.16,0.41,0.48,0.64,0.14,_1337_
0.45,0.12,0.79,1.0,0.17,0.25,0.65,0.47,0.36,0.34,0.15,_1338_
0.55,0.0,0.96,0.0,0.1,0.18,0.28,0.63,0.77,0.28,0.09,_1339_
0.23,0.04,0.88,0.03,0.15,0.23,0.41,0.37,0.77,0.18,0.08,_1340_
0.52,0.0,0.58,0.03,0.37,0.59,0.09,0.22,0.6,0.27,0.39,_1341_
0.28,0.05,0.8,0.11,0.2,0.21,0.71,0.49,0.3,1.0,0.24,_1342_
0.39,0.01,0.93,0.03,0.0,0.4,0.23,0.36,0.47,0.54,0.2,_1343_
0.67,0.04,0.63,0.03,0.04,0.49,0.58,0.24,0.51,0.26,0.29,_1344_
0.49,0.02,0.91,0.15,0.09,0.05,0.8,0.9,0.81,0.23,0.0,_1345_
0.46,0.01,0.71,0.47,0.26,0.4,0.6,0.39,0.56,0.26,0.07,_1346_
0.42,0.01,0.98,0.0,0.38,0.54,0.16,0.35,0.65,0.26,0.19,_1347_
0.51,0.01,0.67,1.0,0.08,0.04,1.0,0.88,0.67,0.21,0.01,_1348_
0.59,0.3,0.96,0.1,0.33,0.35,0.24,0.44,0.48,0.39,0.59,_1349_
0.68,0.35,0.57,0.09,0.19,0.42,0.55,0.4,0.46,0.42,0.68,_1350_
0.49,0.01,0.68,0.49,0.0,0.21,0.5,0.52,0.55,0.23,0.06,_1351_
0.41,0.11,0.36,0.17,0.26,0.51,0.42,0.33,0.29,0.4,0.3,_1352_
0.38,0.01,0.95,0.0,0.48,0.39,0.17,0.33,0.58,0.22,0.06,_1353_
0.45,0.04,0.83,0.27,0.09,0.2,0.61,0.64,0.48,0.29,0.06,_1354_
0.51,0.14,0.63,0.12,0.39,0.25,0.18,0.53,0.42,0.45,0.36,_1355_
0.56,0.02,0.86,0.02,0.17,0.36,0.71,0.53,0.71,0.3,0.04,_1356_
0.6,0.01,0.87,0.02,0.45,0.52,0.4,0.31,0.73,0.25,0.04,_1357_
0.42,0.03,0.68,0.05,0.04,0.05,1.0,1.0,0.91,0.2,0.07,_1358_
0.55,0.07,0.96,0.09,1.0,0.57,0.21,0.32,0.62,0.26,0.38,_1359_
0.63,0.02,0.94,0.13,0.13,0.2,0.69,0.57,0.75,0.29,0.07,_1360_
0.53,0.2,0.93,0.35,0.27,0.4,0.24,0.34,0.39,0.37,0.41,_1361_
0.48,0.05,0.98,0.03,0.56,0.43,0.14,0.37,0.48,0.31,0.18,_1362_
0.58,0.01,0.85,0.04,0.0,0.14,0.51,0.71,0.86,0.21,0.02,_1363_
0.37,0.28,0.94,0.09,0.17,0.42,0.31,0.44,0.43,0.48,0.36,_1364_
0.6,0.01,0.52,0.22,0.23,0.62,0.55,0.24,0.66,0.3,0.19,_1365_
0.47,0.04,0.93,0.04,0.2,0.59,0.25,0.29,0.55,0.29,0.16,_1366_
0.49,0.0,0.98,0.0,0.21,0.66,0.29,0.25,0.88,0.28,0.02,_1367_
0.67,0.08,0.59,1.0,0.51,0.61,0.49,0.23,0.14,0.35,1.0,_1368_
0.69,0.03,0.28,0.2,0.11,0.53,0.68,0.31,0.38,0.4,0.41,_1369_
1.0,0.0,0.0,0.03,1.0,0.52,0.06,0.27,0.67,0.42,0.12,_1370_
0.47,0.08,0.81,0.57,0.14,0.28,0.3,0.55,0.31,0.28,0.05,_1371_
0.71,0.05,0.55,0.2,0.37,0.22,0.61,0.24,0.22,0.73,0.45,_1372_
0.41,0.02,0.95,0.07,0.05,0.25,0.3,0.56,0.46,0.63,0.15,_1373_
0.35,0.01,0.9,0.02,0.1,0.32,0.3,0.41,0.68,0.28,0.1,_1374_
0.42,0.01,0.97,0.0,0.2,0.54,0.15,0.31,0.67,0.27,0.12,_1375_
0.56,0.05,0.95,0.0,0.45,0.53,0.19,0.4,0.38,0.56,0.4,_1376_
0.72,0.01,0.94,0.1,0.01,0.25,0.64,0.41,0.9,0.29,0.13,_1377_
0.5,0.02,0.73,0.43,0.1,0.39,0.57,0.36,0.59,0.24,0.16,_1378_
0.47,0.0,0.01,1.0,0.31,0.47,0.64,0.49,0.13,0.29,0.24,_1379_
0.56,0.02,0.93,0.04,0.07,0.21,0.31,0.55,0.72,0.27,0.39,_1380_
0.46,0.26,0.93,0.12,0.13,0.53,0.25,0.34,0.51,0.34,0.23,_1381_
0.49,0.03,0.97,0.01,0.34,0.4,0.16,0.44,0.5,0.35,0.45,_1382_
0.61,0.0,0.95,0.01,0.52,0.4,0.11,0.5,0.4,0.95,0.53,_1383_
0.75,0.04,0.81,0.28,0.11,0.37,0.77,0.39,0.96,0.34,0.12,_1384_
0.62,0.06,0.6,0.33,0.05,0.36,0.63,0.45,0.61,0.74,0.13,_1385_
0.6,0.04,0.61,0.02,0.2,0.36,0.48,0.3,0.4,0.26,0.19,_1386_
0.42,0.01,0.86,0.06,0.12,0.41,0.31,0.32,0.84,0.25,0.05,_1387_
0.44,0.0,0.95,0.01,0.07,0.48,0.1,0.26,0.62,0.22,0.19,_1388_
0.38,0.0,0.93,0.01,0.22,0.83,0.28,0.22,0.5,0.31,0.05,_1389_
0.67,0.01,0.56,0.04,0.1,0.55,0.26,0.33,0.55,0.31,0.57,_1390_
0.4,0.01,0.79,0.31,0.06,0.13,1.0,0.71,0.79,0.39,0.03,_1391_
0.31,0.0,0.77,0.71,0.0,0.13,0.61,0.35,0.52,0.23,0.13,_1392_
0.31,0.01,0.83,0.06,0.14,0.07,0.55,0.86,0.72,0.09,0.14,_1393_
0.4,0.01,0.93,0.01,0.1,0.45,0.24,0.46,0.78,0.23,0.02,_1394_
0.48,0.01,0.96,0.0,0.14,0.5,0.15,0.3,0.56,0.29,0.07,_1395_
0.56,0.1,0.71,0.04,0.18,0.72,0.19,0.22,0.53,0.3,0.13,_1396_
0.48,0.08,0.73,0.94,0.16,0.25,0.66,0.49,0.47,0.4,0.32,_1397_
0.43,0.03,0.96,0.0,0.2,0.52,0.14,0.32,0.48,0.31,0.36,_1398_
0.4,0.03,0.94,0.09,0.11,0.09,0.44,0.71,0.54,0.29,0.06,_1399_
0.33,0.06,0.83,0.45,0.18,0.18,0.31,0.65,0.3,1.0,0.04,_1400_
0.36,0.0,0.94,0.0,0.07,0.61,0.19,0.32,0.56,0.23,0.03,_1401_
0.39,0.02,0.72,0.02,0.6,0.56,0.37,0.38,0.4,0.26,0.34,_1402_
0.39,0.01,0.98,0.04,0.45,0.9,0.12,0.22,0.55,0.31,0.12,_1403_
0.4,0.01,0.91,0.66,0.06,0.2,0.49,0.54,0.64,0.2,0.13,_1404_
1.0,0.12,0.0,0.45,0.45,0.99,0.53,0.07,0.36,0.49,0.45,_1405_
0.4,0.01,0.9,0.06,0.14,0.2,0.66,0.53,0.49,0.66,0.18,_1406_
0.51,0.02,0.71,0.98,0.0,0.11,0.79,0.8,0.78,0.21,0.19,_1407_
0.9,0.01,0.0,0.04,1.0,0.44,0.22,0.28,0.37,0.35,0.41,_1408_
0.51,0.01,0.89,0.0,0.09,0.28,0.24,0.55,0.93,0.21,0.0,_1409_
0.35,0.05,0.77,0.12,0.1,0.28,0.58,0.5,0.39,0.49,0.09,_1410_
0.59,0.0,0.66,0.02,0.07,0.6,0.08,0.27,0.61,0.26,0.5,_1411_
0.58,1.0,0.77,1.0,0.51,0.4,0.37,0.37,0.54,0.35,0.53,_1412_
0.37,0.0,0.98,0.0,0.47,0.83,0.11,0.34,0.49,0.27,0.21,_1413_
0.35,0.0,0.91,0.05,0.16,0.44,0.24,0.48,0.43,0.29,0.23,_1414_
0.53,0.03,0.86,0.14,0.08,0.53,0.41,0.29,0.56,0.33,0.14,_1415_
1.0,0.03,0.0,0.48,1.0,1.0,0.51,0.01,0.12,0.58,0.36,_1416_
0.55,0.01,0.72,0.23,0.0,0.43,0.45,0.32,0.51,0.27,0.27,_1417_
0.33,0.05,0.88,0.34,0.0,0.23,0.6,0.55,0.45,0.31,0.09,_1418_
0.57,0.0,0.97,0.11,0.0,0.37,0.42,0.43,0.92,0.26,0.07,_1419_
0.44,0.02,0.98,0.01,0.25,0.52,0.11,0.34,0.57,0.24,0.21,_1420_
0.46,0.09,0.47,0.22,0.33,0.28,0.86,0.47,0.39,0.28,0.3,_1421_
0.45,0.0,0.84,0.2,0.09,0.17,0.84,0.9,0.87,0.14,0.02,_1422_
0.44,0.05,0.94,0.01,0.17,0.43,0.2,0.41,0.47,0.33,0.16,_1423_
0.37,0.05,0.96,0.07,0.56,0.62,0.14,0.34,0.5,0.38,0.07,_1424_
0.42,0.0,0.92,0.02,0.83,0.71,0.18,0.19,0.42,0.34,0.31,_1425_
0.48,0.01,0.17,0.93,0.0,0.37,0.81,0.47,0.22,0.26,0.05,_1426_
0.31,0.01,0.71,0.53,0.11,0.1,0.67,0.85,0.24,0.26,0.07,_1427_
0.43,0.06,0.93,0.23,0.17,0.66,0.3,0.18,0.37,0.36,0.21,_1428_
0.62,0.01,0.87,0.14,0.06,0.26,0.75,0.58,0.71,0.25,0.04,_1429_
0.53,0.01,0.92,0.06,0.11,0.2,0.35,0.73,0.7,0.23,0.03,_1430_
0.43,0.12,0.48,0.22,0.47,0.22,0.87,0.5,0.27,0.38,0.32,_1431_
0.42,0.0,0.77,0.28,0.13,0.64,0.16,0.2,0.23,0.4,0.25,_1432_
0.38,0.02,0.84,0.06,0.58,0.84,0.19,0.17,0.41,0.29,0.12,_1433_
