id,pct_not_speak_engl_well,rent_low_q,num_immig,pers_per_occup_hous,pct_teen2_par,householdsize,pers_per_own_occ_hous,pct_employ,pct_same_house85,pct_pop_under_pov,violent_crimes_per_pop
1200,0.13,0.56,0.04,0.58,0.76,0.57,0.64,0.62,0.81,0.08,0.11
1201,0.07,0.57,0.02,0.64,0.89,0.62,0.68,0.61,0.81,0.08,0.02
1202,0.32,0.96,0.03,0.39,0.59,0.36,0.37,0.68,0.31,0.18,0.21
1203,0.03,0.62,0.0,0.73,0.93,0.68,0.71,0.61,0.47,0.02,0.03
1204,0.69,0.47,0.04,0.59,0.24,0.56,0.59,0.37,0.32,0.5,1.0
1205,0.41,0.32,0.06,0.59,0.52,0.57,0.55,0.44,0.33,0.46,0.32
1206,0.06,0.36,0.0,0.48,0.81,0.46,0.5,0.62,0.33,0.19,0.16
1207,0.05,0.31,0.01,0.55,0.82,0.52,0.65,0.6,0.85,0.05,0.05
1208,0.06,0.51,0.05,0.25,0.58,0.23,0.31,0.55,0.36,0.14,0.1
1209,0.04,0.62,0.02,0.47,0.7,0.44,0.51,0.6,0.8,0.08,0.06
1210,0.04,0.05,0.0,0.31,0.55,0.31,0.29,0.24,0.49,0.71,0.19
1211,0.06,0.24,0.0,0.38,0.63,0.34,0.46,0.59,0.61,0.25,0.02
1212,0.06,0.24,0.0,0.33,0.79,0.31,0.41,0.34,0.28,0.76,0.15
1213,0.07,0.37,0.0,0.66,0.57,0.67,0.68,0.58,0.58,0.18,0.2
1214,0.03,0.64,0.01,0.68,0.81,0.64,0.68,0.73,0.74,0.11,0.04
1215,0.05,0.62,0.0,0.69,0.7,0.63,0.75,0.66,0.91,0.03,0.16
1216,0.05,0.2,0.0,0.38,0.44,0.35,0.43,0.31,0.54,0.43,0.07
1217,0.04,0.22,0.0,1.0,0.82,1.0,1.0,0.54,0.69,0.21,0.04
1218,0.93,0.34,0.24,0.76,0.23,0.73,0.84,0.46,0.59,0.49,0.65
1219,0.13,0.08,0.0,0.5,0.46,0.49,0.51,0.23,0.49,0.64,0.25
1220,0.03,0.09,0.0,0.38,0.66,0.35,0.38,0.31,0.65,0.41,0.07
1221,0.03,0.14,0.0,0.4,0.61,0.39,0.45,0.48,0.47,0.33,0.22
1222,0.17,0.73,0.06,0.58,0.66,0.53,0.53,0.59,0.68,0.12,0.41
1223,0.41,0.52,0.02,0.28,0.48,0.31,0.43,0.63,0.46,0.18,0.33
1224,0.1,0.4,0.01,0.47,0.62,0.53,0.47,0.69,0.14,0.27,0.31
1225,0.04,0.34,0.02,0.41,0.6,0.39,0.49,0.54,0.78,0.11,0.17
1226,0.05,0.21,0.0,0.45,0.6,0.43,0.46,0.52,0.39,0.23,0.05
1227,0.04,0.1,0.0,0.34,0.42,0.33,0.29,0.58,0.57,0.34,0.36
1228,0.04,0.24,0.01,1.0,0.8,1.0,1.0,0.57,0.5,0.23,0.03
1229,0.05,0.17,0.06,0.4,0.4,0.38,0.45,0.36,0.63,0.5,0.41
1230,0.05,0.28,0.0,0.54,0.7,0.49,0.57,0.46,0.64,0.2,0.11
1231,0.02,0.33,0.0,0.52,0.75,0.49,0.62,0.64,0.55,0.1,0.05
1232,0.16,0.57,0.01,0.4,0.49,0.36,0.49,0.71,0.52,0.16,0.29
1233,0.45,0.98,0.13,0.99,0.83,0.9,0.93,0.66,0.71,0.09,0.37
1234,0.04,0.55,0.0,0.63,0.81,0.57,0.63,0.74,0.88,0.04,0.02
1235,0.4,0.26,0.02,0.42,0.36,0.41,0.4,0.37,0.25,0.49,0.27
1236,0.04,0.17,0.0,0.33,0.45,0.31,0.35,0.41,0.58,0.43,0.2
1237,0.15,0.38,0.01,0.46,0.73,0.43,0.59,0.88,0.21,0.15,0.12
1238,0.07,0.35,0.01,0.6,0.67,0.56,0.51,0.61,0.09,0.21,0.04
1239,0.19,0.24,0.23,0.21,0.36,0.21,0.29,0.53,0.45,0.45,0.43
1240,0.04,0.29,0.01,1.0,0.86,1.0,1.0,0.74,0.54,0.1,0.05
1241,0.15,0.26,0.01,0.63,0.65,0.58,0.68,0.81,0.26,0.23,0.08
1242,0.05,0.2,0.0,0.45,0.6,0.42,0.49,0.38,0.63,0.3,0.44
1243,0.62,0.54,0.24,0.42,0.44,0.42,0.44,0.51,0.44,0.39,0.53
1244,0.06,0.29,0.01,0.34,0.62,0.32,0.45,0.62,0.43,0.18,0.11
1245,0.06,0.5,0.01,0.32,0.44,0.29,0.51,0.73,0.43,0.2,0.25
1246,0.05,0.51,0.0,0.21,0.52,0.2,0.22,0.44,0.4,0.16,0.12
1247,0.1,0.65,0.01,0.4,0.74,0.42,0.55,0.64,0.58,0.08,0.13
1248,0.19,0.32,0.01,0.56,0.46,0.52,0.54,0.43,0.37,0.37,0.43
1249,0.03,0.13,0.0,0.38,0.4,0.38,0.37,0.3,0.53,0.58,0.6
1250,0.06,0.36,0.01,0.52,0.73,0.47,0.58,0.77,0.41,0.12,0.11
1251,0.09,0.47,0.09,0.5,0.66,0.48,0.55,0.75,0.3,0.18,0.36
1252,0.03,0.06,0.0,0.31,0.18,0.3,0.34,0.38,0.5,0.62,0.91
1253,0.57,0.32,0.04,0.21,0.36,0.21,0.2,0.62,0.59,0.43,0.32
1254,0.02,0.55,0.0,0.54,0.82,0.51,0.53,0.56,0.46,0.11,0.22
1255,0.08,0.1,0.0,0.44,0.59,0.56,0.37,0.21,0.45,0.55,0.21
1256,0.12,0.58,0.07,0.36,0.53,0.33,0.35,0.42,0.4,0.16,0.21
1257,0.02,0.46,0.0,0.68,0.83,0.66,0.74,0.69,0.82,0.03,0.01
1258,0.13,0.14,0.01,0.35,0.54,0.32,0.41,0.28,0.85,0.44,0.59
1259,0.04,0.99,0.02,0.58,0.74,0.53,0.56,0.7,0.51,0.04,0.01
1260,0.15,0.8,0.02,0.61,0.91,0.56,0.59,0.53,0.8,0.06,0.83
1261,0.09,0.48,0.01,0.58,0.72,0.52,0.6,0.95,0.15,0.05,0.02
1262,0.08,0.5,0.01,0.38,0.91,0.42,0.46,0.49,0.76,0.12,0.11
1263,0.03,0.23,0.01,0.52,0.7,0.51,0.58,0.69,0.4,0.18,0.07
1264,0.03,0.6,0.0,0.88,0.84,0.8,0.84,0.85,0.7,0.05,0.08
1265,0.01,0.16,0.0,0.4,0.43,0.4,0.4,0.43,0.46,0.41,0.09
1266,1.0,0.7,1.0,1.0,0.67,1.0,1.0,0.59,0.35,0.48,0.45
1267,0.1,0.36,0.01,0.57,0.76,0.53,0.63,0.65,0.76,0.07,0.08
1268,0.12,0.6,0.06,0.65,0.74,0.59,0.73,0.73,0.23,0.12,0.12
1269,0.17,0.69,0.11,0.53,0.77,0.51,0.61,0.66,0.62,0.08,0.06
1270,0.02,0.06,0.0,0.27,0.6,0.3,0.33,0.27,0.54,0.45,0.16
1271,0.07,0.23,0.02,0.31,0.67,0.71,0.42,0.24,0.02,0.93,0.09
1272,0.17,0.53,0.06,0.59,0.58,0.6,0.58,0.49,0.21,0.25,0.5
1273,0.07,0.33,0.03,0.3,0.54,0.3,0.34,0.41,0.36,0.33,0.6
1274,0.15,0.7,0.01,0.41,0.69,0.59,0.49,0.51,0.52,0.08,0.02
1275,0.21,0.6,0.05,0.53,0.64,0.49,0.58,0.62,0.39,0.19,0.41
1276,0.04,0.42,0.01,0.37,0.78,0.37,0.46,0.59,0.49,0.08,0.05
1277,0.4,0.65,0.16,0.54,0.44,0.51,0.54,0.56,0.43,0.25,0.46
1278,0.04,0.04,0.0,0.29,0.5,0.32,0.29,0.32,0.61,0.43,0.17
1279,0.54,0.36,0.17,0.63,0.39,0.62,0.55,0.34,0.34,0.6,1.0
1280,0.19,0.55,0.1,0.46,0.77,0.46,0.51,0.6,0.73,0.09,0.1
1281,0.02,0.07,0.0,0.33,0.75,0.37,0.32,0.11,0.65,0.44,0.02
1282,0.13,0.19,0.01,0.46,0.64,0.42,0.54,0.55,0.37,0.36,0.16
1283,0.2,0.58,0.06,0.36,0.71,0.51,0.54,0.57,0.54,0.16,0.19
1284,0.03,0.07,0.0,0.56,0.91,0.55,0.59,0.52,0.83,0.06,0.11
1285,0.02,0.35,0.0,0.33,0.87,0.3,0.42,0.48,0.73,0.1,0.06
1286,0.05,0.08,0.0,0.67,0.45,0.61,0.64,0.23,0.87,0.6,0.32
1287,0.06,0.68,0.01,0.51,0.65,0.59,0.53,0.68,0.35,0.1,0.1
1288,0.03,0.12,0.0,0.36,0.38,0.34,0.38,0.43,0.56,0.45,0.42
1289,0.03,0.0,0.0,0.48,0.0,0.46,0.42,0.23,0.58,1.0,0.2
1290,0.02,0.34,0.0,0.41,0.51,0.39,0.43,0.5,0.71,0.16,0.22
1291,0.06,0.25,0.01,0.33,0.46,0.43,0.44,0.56,0.28,0.42,0.33
1292,0.03,0.32,0.0,0.32,0.4,0.32,0.43,0.49,0.49,0.25,0.04
1293,0.35,0.32,0.08,0.42,0.4,0.4,0.54,0.4,0.61,0.42,0.73
1294,0.02,0.34,0.0,0.41,0.72,0.4,0.44,0.52,0.79,0.09,0.05
1295,0.04,0.57,0.01,0.56,0.88,0.64,0.58,0.47,0.8,0.08,0.05
1296,0.42,0.51,1.0,0.46,0.52,0.48,0.48,0.57,0.31,0.35,0.48
1297,0.32,0.36,0.02,0.41,0.4,0.37,0.49,0.56,0.64,0.39,0.73
1298,0.03,0.61,0.01,0.53,0.81,0.49,0.56,0.72,0.74,0.06,0.02
1299,0.24,0.77,0.23,0.6,0.71,0.56,0.64,0.74,0.42,0.1,0.2
1300,0.03,0.41,0.0,0.75,0.98,0.68,0.71,0.7,0.37,0.02,0.01
1301,0.02,0.54,0.01,0.36,0.64,0.33,0.47,0.66,0.33,0.08,0.06
1302,0.01,0.22,0.0,0.36,0.5,0.33,0.42,0.59,0.53,0.24,0.23
1303,0.05,0.02,0.0,0.33,0.48,0.32,0.32,0.18,0.66,0.54,0.9
1304,0.15,0.68,0.01,0.4,0.64,0.36,0.48,0.55,0.82,0.08,0.03
1305,0.08,0.6,0.01,0.76,0.88,0.69,0.75,0.71,0.85,0.04,0.04
1306,0.03,0.03,0.0,0.29,0.44,0.37,0.25,0.15,0.61,0.53,0.18
1307,0.03,0.18,0.0,0.48,0.38,0.54,0.46,0.51,0.51,0.43,0.85
1308,0.17,0.33,0.0,0.38,0.76,0.35,0.45,0.57,0.61,0.19,0.21
1309,0.03,0.37,0.0,0.24,0.47,0.22,0.21,0.2,0.57,0.27,0.12
1310,0.0,0.35,0.0,0.32,0.73,0.33,0.29,0.29,0.88,0.08,0.14
1311,0.12,0.54,0.02,0.75,0.66,0.69,0.7,0.81,0.43,0.08,0.09
1312,0.1,0.91,0.01,0.6,0.72,0.84,0.62,0.45,0.3,0.1,0.1
1313,0.05,0.17,0.05,0.28,0.42,0.29,0.35,0.35,0.45,0.46,0.33
1314,0.07,0.49,0.0,0.33,0.72,0.3,0.51,0.6,0.68,0.15,0.17
1315,0.09,0.23,0.0,0.54,0.79,0.52,0.59,0.5,0.82,0.09,0.22
1316,0.03,0.01,0.0,0.46,0.24,0.5,0.45,0.28,0.61,0.67,0.34
1317,0.18,0.87,0.03,0.72,0.86,0.73,0.68,0.48,0.9,0.07,0.17
1318,0.16,0.37,0.01,0.41,0.0,0.38,0.36,0.65,0.24,0.62,0.77
1319,0.05,0.35,0.0,0.48,0.27,0.45,0.39,0.54,0.56,0.31,0.56
1320,0.02,0.16,0.0,0.27,0.56,0.65,0.37,0.3,0.09,0.69,0.09
1321,0.51,0.5,0.03,0.84,0.52,0.78,0.75,0.6,0.44,0.33,0.33
1322,0.07,0.59,0.01,0.66,0.77,0.61,0.65,0.63,0.55,0.09,0.03
1323,0.18,0.7,0.01,0.42,0.71,0.37,0.57,0.63,0.68,0.07,0.06
1324,0.02,0.13,0.0,0.44,0.6,0.41,0.44,0.36,0.58,0.44,0.09
1325,0.02,0.08,0.0,0.26,0.32,0.26,0.29,0.12,0.62,0.7,0.46
1326,0.04,0.21,0.01,0.34,0.64,0.33,0.38,0.36,0.51,0.42,0.14
1327,0.05,0.38,0.01,0.4,0.69,0.54,0.46,0.56,0.61,0.1,0.08
1328,1.0,0.53,0.15,1.0,0.55,1.0,1.0,0.38,0.37,0.69,0.54
1329,0.04,0.36,0.01,0.3,0.65,0.28,0.3,0.27,0.46,0.17,0.06
1330,0.04,0.67,0.0,0.44,0.57,0.41,0.44,0.51,0.8,0.07,0.04
1331,0.06,0.21,0.01,0.54,0.47,0.49,0.59,0.55,0.24,0.34,0.15
1332,0.0,0.41,0.0,0.53,0.79,0.56,0.56,0.6,0.67,0.09,0.04
1333,0.21,0.22,0.02,0.37,0.48,0.36,0.54,0.41,0.62,0.36,0.15
1334,0.03,0.12,0.0,0.44,0.43,0.42,0.43,0.5,0.59,0.37,0.61
1335,0.03,0.25,0.0,0.82,0.84,0.77,0.88,0.56,0.71,0.12,0.06
1336,0.05,0.36,0.01,0.39,0.72,0.35,0.6,0.86,0.31,0.08,0.08
1337,0.04,0.14,0.0,0.31,0.65,0.39,0.4,0.45,0.46,0.47,0.14
1338,0.19,0.47,0.06,0.31,0.63,0.3,0.49,0.57,0.65,0.17,0.15
1339,0.03,0.13,0.0,0.59,0.78,0.55,0.62,0.64,0.57,0.18,0.09
1340,0.04,0.41,0.01,0.32,0.53,0.29,0.29,0.36,0.36,0.21,0.08
1341,0.11,0.04,0.0,0.45,0.44,0.42,0.41,0.33,0.57,0.61,0.39
1342,0.11,0.49,0.02,0.34,0.5,0.35,0.3,0.4,0.15,0.73,0.24
1343,0.07,0.27,0.0,0.44,0.56,0.41,0.47,0.64,0.41,0.19,0.2
1344,0.22,0.46,0.02,0.67,0.68,0.61,0.66,0.6,0.33,0.18,0.29
1345,0.02,0.65,0.01,0.55,0.74,0.51,0.58,0.69,0.71,0.02,0.0
1346,0.15,0.51,0.01,0.43,0.67,0.39,0.51,0.49,0.95,0.09,0.07
1347,0.01,0.11,0.0,0.44,0.76,0.41,0.41,0.4,0.61,0.34,0.19
1348,0.2,0.76,0.02,0.51,0.87,0.49,0.55,0.52,0.67,0.09,0.01
1349,0.03,0.12,0.01,0.48,0.26,0.48,0.52,0.44,0.6,0.6,0.59
1350,0.38,0.48,0.23,0.64,0.6,0.62,0.67,0.51,0.35,0.31,0.68
1351,0.15,0.47,0.02,0.44,0.69,0.41,0.63,0.54,0.87,0.04,0.06
1352,0.49,0.3,0.08,0.34,0.31,0.36,0.37,0.47,0.54,0.33,0.3
1353,0.05,0.14,0.0,0.3,0.62,0.29,0.34,0.45,0.49,0.28,0.06
1354,0.11,0.62,0.02,0.4,0.68,0.37,0.51,0.81,0.29,0.08,0.06
1355,0.09,0.15,0.02,0.4,0.44,0.41,0.51,0.41,0.51,0.58,0.36
1356,0.04,0.63,0.01,0.64,0.86,0.59,0.66,0.79,0.53,0.06,0.04
1357,0.05,0.23,0.0,0.64,0.75,0.65,0.7,0.55,0.65,0.13,0.04
1358,0.12,0.67,0.03,0.55,0.9,0.51,0.54,0.52,0.71,0.02,0.07
1359,0.02,0.09,0.0,0.56,0.44,0.53,0.53,0.42,0.67,0.45,0.38
1360,0.02,0.61,0.0,0.59,0.78,0.54,0.65,0.69,0.72,0.08,0.07
1361,0.04,0.12,0.02,0.43,0.21,0.44,0.45,0.4,0.48,0.6,0.41
1362,0.01,0.04,0.0,0.38,0.21,0.38,0.36,0.28,0.62,0.74,0.18
1363,0.05,0.58,0.01,0.64,0.89,0.58,0.68,0.63,0.65,0.05,0.02
1364,0.05,0.26,0.03,0.31,0.48,0.33,0.36,0.63,0.42,0.3,0.36
1365,0.33,0.34,0.02,0.61,0.63,0.56,0.62,0.47,0.78,0.21,0.19
1366,0.03,0.21,0.0,0.4,0.67,0.4,0.49,0.51,0.61,0.24,0.16
1367,0.03,0.23,0.0,0.55,0.85,0.5,0.54,0.79,0.65,0.06,0.02
1368,0.3,0.45,0.08,0.54,0.21,0.49,0.81,0.54,0.59,0.32,1.0
1369,0.97,0.74,0.06,0.64,0.58,0.6,0.45,0.58,0.37,0.35,0.41
1370,1.0,0.0,0.02,1.0,0.51,1.0,1.0,0.08,0.79,1.0,0.12
1371,0.08,0.29,0.03,0.23,0.41,0.21,0.48,0.61,0.53,0.21,0.05
1372,0.36,0.54,0.05,0.74,0.7,0.96,0.52,0.77,0.17,0.32,0.45
1373,0.01,0.27,0.0,0.33,0.63,0.47,0.49,0.48,0.4,0.22,0.15
1374,0.03,0.31,0.0,0.4,0.6,0.37,0.39,0.53,0.66,0.14,0.1
1375,0.02,0.13,0.0,0.43,0.69,0.41,0.4,0.4,0.6,0.31,0.12
1376,0.03,0.09,0.0,0.49,0.29,0.52,0.49,0.44,0.39,0.63,0.4
1377,0.01,0.1,0.0,0.73,0.69,0.68,0.76,0.71,0.81,0.09,0.13
1378,0.15,0.53,0.02,0.47,0.43,0.43,0.55,0.57,0.77,0.16,0.16
1379,0.97,0.37,0.03,0.37,0.63,0.33,0.49,0.58,0.59,0.24,0.24
1380,0.01,0.26,0.0,0.6,0.62,0.57,0.58,0.47,0.65,0.26,0.39
1381,0.04,0.22,0.03,0.36,0.42,0.35,0.44,0.56,0.53,0.3,0.23
1382,0.03,0.15,0.0,0.45,0.42,0.44,0.47,0.42,0.65,0.52,0.45
1383,0.04,0.02,0.0,0.41,0.0,0.62,0.39,0.08,0.47,0.97,0.53
1384,0.08,0.75,0.02,0.85,0.65,0.77,0.77,0.71,0.73,0.1,0.12
1385,0.2,0.66,0.06,0.62,0.78,0.81,0.74,0.64,0.56,0.06,0.13
1386,0.42,0.42,0.03,0.58,0.47,0.62,0.51,0.43,0.27,0.39,0.19
1387,0.06,0.31,0.0,0.45,0.65,0.43,0.45,0.44,0.96,0.1,0.05
1388,0.02,0.11,0.0,0.42,0.66,0.41,0.4,0.49,0.53,0.4,0.19
1389,0.05,0.28,0.0,0.38,0.61,0.35,0.45,0.7,0.54,0.14,0.05
1390,0.19,0.23,0.01,0.62,0.66,0.59,0.62,0.48,0.38,0.46,0.57
1391,0.1,0.91,0.01,0.4,0.48,0.43,0.41,0.73,0.4,0.08,0.03
1392,0.05,0.53,0.01,0.29,0.46,0.26,0.32,0.52,0.71,0.16,0.13
1393,0.08,0.52,0.0,0.32,0.8,0.28,0.29,0.69,0.63,0.07,0.14
1394,0.02,0.19,0.0,0.42,0.76,0.4,0.46,0.31,0.86,0.19,0.02
1395,0.03,0.1,0.0,0.37,0.74,0.36,0.47,0.56,0.5,0.35,0.07
1396,0.17,0.16,0.01,0.51,0.44,0.47,0.51,0.3,0.69,0.52,0.13
1397,0.14,0.46,0.05,0.42,0.68,0.43,0.53,0.53,0.74,0.17,0.32
1398,0.02,0.08,0.0,0.4,0.28,0.42,0.37,0.35,0.5,0.58,0.36
1399,0.02,0.46,0.0,0.35,0.74,0.33,0.49,0.75,0.26,0.07,0.06
1400,0.09,0.25,0.03,0.32,0.69,0.63,0.42,0.51,0.12,0.64,0.04
1401,0.03,0.2,0.0,0.29,0.65,0.27,0.37,0.61,0.61,0.16,0.03
1402,0.09,0.21,0.01,0.34,0.64,0.37,0.45,0.36,0.55,0.28,0.34
1403,0.02,0.12,0.0,0.36,0.51,0.35,0.36,0.3,0.61,0.37,0.12
1404,0.04,0.45,0.0,0.33,0.69,0.3,0.47,0.49,0.86,0.08,0.13
1405,1.0,0.49,0.28,1.0,0.62,1.0,1.0,0.42,0.45,0.46,0.45
1406,0.03,0.54,0.0,0.43,0.77,0.39,0.45,0.61,0.47,0.34,0.18
1407,0.11,0.56,0.02,0.53,0.72,0.48,0.57,0.65,0.76,0.07,0.19
1408,0.95,0.13,0.03,0.81,0.57,0.76,0.79,0.27,0.55,0.65,0.41
1409,0.03,0.24,0.0,0.58,0.74,0.52,0.58,0.43,0.86,0.09,0.0
1410,0.13,0.36,0.02,0.29,0.46,0.38,0.4,0.63,0.48,0.17,0.09
1411,0.07,0.01,0.0,0.54,0.46,0.53,0.47,0.08,0.69,0.88,0.5
1412,0.17,0.23,0.7,0.44,0.23,0.43,0.51,0.3,0.76,0.54,0.53
1413,0.02,0.05,0.0,0.33,0.21,0.31,0.32,0.33,0.61,0.49,0.21
1414,0.02,0.2,0.0,0.25,0.53,0.23,0.34,0.34,0.6,0.36,0.23
1415,0.06,0.31,0.01,0.54,0.71,0.5,0.62,0.7,0.58,0.13,0.14
1416,1.0,0.47,0.11,1.0,0.67,1.0,1.0,0.47,0.48,0.56,0.36
1417,0.17,0.3,0.01,0.5,0.41,0.52,0.54,0.42,0.61,0.3,0.27
1418,0.05,0.55,0.02,0.28,0.51,0.27,0.35,0.77,0.36,0.14,0.09
1419,0.03,0.35,0.0,0.63,0.77,0.57,0.6,0.58,0.78,0.07,0.07
1420,0.03,0.05,0.0,0.37,0.39,0.37,0.33,0.28,0.69,0.66,0.21
1421,0.51,0.7,0.11,0.41,0.57,0.41,0.39,0.66,0.45,0.21,0.3
1422,0.04,0.59,0.0,0.49,0.88,0.5,0.52,0.45,0.68,0.04,0.02
1423,0.03,0.16,0.01,0.37,0.36,0.4,0.37,0.34,0.52,0.54,0.16
1424,0.03,0.11,0.0,0.33,0.5,0.35,0.34,0.37,0.49,0.54,0.07
1425,0.08,0.16,0.0,0.4,0.48,0.39,0.38,0.31,0.45,0.54,0.31
1426,0.69,0.61,0.04,0.41,0.67,0.37,0.57,0.54,0.61,0.19,0.05
1427,0.1,0.76,0.01,0.16,0.69,0.14,0.38,0.98,0.04,0.02,0.07
1428,0.06,0.29,0.01,0.42,0.5,0.39,0.43,0.48,0.29,0.43,0.21
1429,0.06,0.57,0.01,0.59,0.77,0.54,0.67,0.72,0.67,0.05,0.04
1430,0.03,0.3,0.0,0.51,0.79,0.48,0.62,0.62,0.51,0.08,0.03
1431,0.58,0.66,0.13,0.35,0.5,0.35,0.37,0.58,0.37,0.33,0.32
1432,0.14,0.18,0.01,0.27,0.34,0.25,0.28,0.55,0.35,0.45,0.25
1433,0.15,0.15,0.0,0.31,0.51,0.29,0.37,0.47,0.62,0.38,0.12
1434,1.0,0.6,0.21,0.74,0.63,0.68,0.65,0.36,0.53,0.43,0.37
1435,0.13,0.7,0.01,0.21,0.52,0.2,0.26,0.57,0.51,0.15,0.23
1436,0.89,0.31,0.1,0.59,0.13,0.56,0.57,0.27,0.44,0.73,0.88
1437,0.08,0.34,0.01,0.11,0.39,0.15,0.08,0.16,0.48,0.3,0.45
1438,0.02,0.08,0.0,0.36,0.49,0.35,0.35,0.22,0.57,0.69,0.32
1439,0.1,0.42,0.01,0.21,0.27,0.21,0.29,0.63,0.19,0.37,0.35
1440,0.21,0.25,0.01,0.53,0.55,0.49,0.57,0.56,0.46,0.36,0.14
1441,0.1,0.73,0.07,0.46,0.75,0.52,0.53,0.62,0.69,0.1,0.11
1442,0.03,0.16,0.0,0.32,0.47,0.3,0.32,0.56,0.64,0.25,0.23
1443,0.04,0.46,0.0,0.6,0.89,0.56,0.7,0.77,0.67,0.09,0.09
1444,0.05,0.41,0.0,0.42,0.62,0.42,0.47,0.63,0.64,0.06,0.32
1445,0.03,0.07,0.0,0.32,0.28,0.35,0.3,0.34,0.51,0.52,0.76
1446,0.13,0.77,0.04,0.64,0.8,0.58,0.66,0.68,0.72,0.04,0.06
1447,0.04,0.17,0.0,0.39,0.52,0.36,0.41,0.38,0.55,0.4,0.15
1448,0.45,0.47,0.05,0.51,0.0,0.77,0.48,0.41,0.32,0.58,0.62
1449,0.05,0.51,0.01,0.29,0.66,0.43,0.41,0.44,0.41,0.17,0.06
1450,0.04,0.2,0.0,0.48,0.7,0.45,0.55,0.45,0.75,0.13,0.09
1451,0.3,0.8,0.04,0.42,0.66,0.4,0.45,0.46,0.67,0.13,0.12
1452,0.01,0.44,0.0,0.47,0.72,0.58,0.52,0.71,0.43,0.1,0.01
1453,0.15,0.25,0.09,0.37,0.42,0.37,0.41,0.4,0.45,0.44,0.76
1454,0.17,0.72,0.07,0.46,0.75,0.43,0.51,0.5,0.68,0.06,0.02
1455,0.03,0.16,0.0,0.29,0.46,0.28,0.31,0.46,0.47,0.41,0.26
1456,1.0,0.58,0.26,0.59,0.51,0.57,0.61,0.45,0.37,0.38,0.22
1457,0.06,0.57,0.01,0.63,0.87,0.57,0.62,0.8,0.6,0.03,0.03
1458,0.04,0.24,0.01,0.36,0.69,0.37,0.5,0.7,0.48,0.22,0.18
1459,0.85,0.73,0.29,0.78,0.61,0.73,0.65,0.59,0.43,0.27,0.25
1460,0.14,0.59,0.02,0.53,0.66,0.49,0.63,0.59,0.74,0.12,0.09
1461,0.03,0.32,0.0,0.74,0.75,0.92,0.63,0.83,0.0,0.27,0.11
1462,0.25,0.61,0.03,0.64,0.57,0.58,0.62,0.78,0.29,0.16,0.18
1463,0.08,0.28,0.0,0.32,0.53,0.46,0.38,0.41,0.32,0.49,0.15
1464,0.02,0.21,0.0,0.36,0.7,0.34,0.46,0.51,0.59,0.18,0.11
1465,0.03,0.36,0.0,0.42,0.54,0.38,0.35,0.31,0.33,0.26,0.4
1466,0.39,0.32,0.84,0.38,0.38,0.36,0.48,0.58,0.41,0.47,0.72
1467,0.38,0.1,0.01,0.56,0.23,0.6,0.53,0.33,0.62,0.74,0.32
1468,0.02,0.48,0.0,0.37,0.48,0.36,0.46,0.6,0.47,0.12,0.03
1469,0.06,0.8,0.02,0.59,0.75,0.55,0.62,0.84,0.46,0.02,0.01
1470,0.21,0.4,0.14,0.28,0.53,0.26,0.31,0.37,0.5,0.28,0.34
1471,0.05,0.28,0.01,0.53,0.79,0.51,0.58,0.6,0.78,0.11,0.05
1472,0.14,0.36,0.02,0.38,0.42,0.34,0.52,0.88,0.27,0.13,0.11
1473,0.72,0.1,0.05,0.73,0.58,0.71,0.72,0.3,0.6,0.8,0.31
1474,0.02,0.27,0.0,0.55,0.86,0.52,0.58,0.56,0.69,0.22,0.03
1475,0.08,0.19,0.08,0.36,0.52,0.34,0.42,0.59,0.45,0.32,0.36
1476,0.02,0.32,0.0,0.27,0.44,0.24,0.2,0.6,0.58,0.17,0.25
1477,0.46,0.1,0.02,0.77,0.0,0.77,0.73,0.16,0.6,0.98,1.0
1478,0.07,0.17,0.01,0.39,0.62,0.45,0.44,0.46,0.39,0.5,0.06
1479,0.15,0.38,0.02,0.54,0.61,0.49,0.6,0.65,0.25,0.26,0.17
1480,0.04,0.13,0.0,0.3,0.61,0.33,0.31,0.34,0.57,0.28,0.04
1481,0.09,0.4,0.02,0.43,0.55,0.43,0.49,0.54,0.58,0.22,0.24
1482,0.06,0.26,0.0,0.4,0.61,0.36,0.49,0.57,0.72,0.15,0.09
1483,0.06,0.32,0.02,0.33,0.7,0.67,0.41,0.14,0.0,1.0,0.05
1484,0.11,0.4,0.01,0.34,0.64,0.31,0.38,0.56,0.69,0.1,0.02
1485,0.08,0.33,0.0,0.61,0.75,0.55,0.62,0.74,0.52,0.14,0.11
1486,0.03,0.08,0.0,0.38,0.53,0.35,0.38,0.43,0.56,0.49,0.26
1487,0.41,0.87,0.03,0.8,0.64,0.72,0.81,0.77,0.66,0.14,0.15
1488,0.37,0.64,0.02,0.6,0.51,0.63,0.43,0.65,0.3,0.22,0.2
1489,0.04,0.25,0.0,0.64,0.68,0.6,0.65,0.65,0.86,0.03,0.09
1490,0.01,0.0,0.0,0.47,0.17,0.48,0.44,0.32,0.55,0.7,0.71
1491,1.0,0.01,0.02,0.95,0.56,0.87,0.9,0.19,0.76,0.99,0.22
1492,0.95,0.5,0.05,0.86,0.47,0.81,0.96,0.49,0.51,0.46,0.97
1493,0.03,0.1,0.0,0.3,0.51,0.28,0.31,0.37,0.58,0.39,0.24
1494,0.04,0.4,0.01,0.58,0.75,0.54,0.64,0.8,0.38,0.09,0.11
